"id","restaurant","Review","Price","web","Writer","VisitDate"
153,"RUTH'S CHRIS STEAK HOUSE","Ruth's Chris Steak House has always been my go-to place, where I can count on the best service, outstanding food and an incredible wine selection. Start your evening here with the seared ahi, cooked to perfection and served with a ginger-mustard beer sauce; or the favorite of many locals is Veal Osso Buco Ravioli, filled with fresh mozzarella and infused with a hint of saffron. For an entree, Cowboy Rib Eye is a steak marbled to perfection, USDA Prime at its best. Sides are always a difficult choice, but my most-wanted is the fresh corn. Other top choices are fresh asparagus, grilled tomatoes and lyonnaise potatoes. And my dessert? Chocolate Sin Cake with a nice port. A tip: As a change of pace, dining at the bar is an excellent alternative to sitting at a table. The bartenders are engaging, lively and fun, some of the best in town. They ensure your dining experience is perfect.","$$$","www.ruthschris.com",,
154,"RYAN'S GRILL","As an 'Ilima award winner for 10 years or more, this restaurant Is in the Star Circle for perpetual awards.","$$","www.ryansgrill.com",,
155,"SANSEI SEAFOOD RESTAURANT & SUSHI BAR","The awards keep piling up for owner/chef D.K. Kodama and his upscale restaurant because, simply put, there are so many award-worthy dishes to choose from. For starters, there are the Banzai oyster shooter and fresh hamachi carpaccio with truffle ponzu vinaigrette. No regrets here. Then, the sushi, beautifully presented like an art masterpiece, so fresh and delicious, namely the award-winning mango crab salad hand roll and Dragonfly Roll (spicy tuna topped off with maguro and avocado), once regarded as only a specialty but now on the menu for good. Also recommended are the panko-crusted ahi sashimi, grilled ahi and shrimp cake, and king crab ramen immersed in a rich, to-die-for Asian truffle butter broth. Ask about craft cocktail pairings for the ultimate food experience. Sansei transforms into a late-night hangout with free karaoke on Fridays and open-mic nights on Saturdays. Can it get better? Why, yes. Check out happy hour, from 5:30 to 6 p.m. Sundays and Mondays, as well as early-bird specials.","$$$","www.sanseihawaii.com",,
156,"SARENTO'S","Sarento's is an elegant throwback of an restaurant, set up high to provide 360 degrees of remarkable views including the ocean, with carpeted rooms and linen-covered tables. Diners reserve months in advance to get a view of Waikiki's Friday evening fireworks from the restaurant, but fiery sunset views provide a show year-round. Dress to impress and join other sophisticated diners - many from Australia and Europe, others from local halls of power - in enjoying generous plates of Italian food with accents from the Pacific. Highlights include fresh oysters with a lilikoi mignonette, caprese salad made with Kamuela tomatoes, and local fish. Osso buco, rack of lamb and filet mignon are offered for those who scoff at cholesterol warnings, but in truth, a goodly part of the menu is devoted to seafood, chicken and vegetarian options. A Greek-style chopped salad and vegetarian main course accented with Argentinian chimichurri also diversify the menu, served up with good cheer and good manners by a diligent staff.","$$$$","www.sarentoswaikiki.com",,
157,"SCRATCH",,,,,
158,"SEOUL GARDEN YAKINIKU","You'll find the standards of a Korean barbecue restaurant here, along with a varied and tasty selection of complimentary banchan (side dishes). All-you-can-eat sets available for lunch or dinner at this bright, clean yakiniku emporium have been bringing in a new set of enthusiasts, but Seoul Garden has been a longstanding favorite with local families who appreciate the cheery, no-nonsense service and dependably flavorful menu offerings, including sizzling platters of kalbi or bulgogi, fish or meat jun, and spicy pork.","$$","",,
159,"SHOR AMERICAN SEAFOOD GRILL","SHOR prides itself on serving only the best in seafood. All of the fish and shellfish on the menu are sustainable and approved by Monterey Bay Aquarium's Seafood Watch program. New to the menu (and highly recommended) are the Kona kampachi and bone-in rib-eye for two, weighing in at 1.5 pounds. Also popular are the Seafood Tower (lobster, oysters, abalone, mussels, shrimp, poke and king crab), house chowder and the mac and cheese, made with eight cheeses.","$$$$","www.shorgrill.com",,
160,"SIDE STREET INN/SIDE STREET INN ON DA STRIP","Whether at the newer Kapahulu restaurant with its brighter, more upscale ambience (complete with private party rooms) or the original hidden gem in the Ala Moana area that features more of a bar scene, both locations pack a punch with hefty family-style servings of ono food and a hungry crowd, many who flock over to enjoy good grinds while watching televised live sporting events. The menus are primarily the same and offer Side Street's signature must-haves: fried rice, pan-fried pork chops and mouth-watering boneless kalbi. Another must-have is the scrumptious chocolate peanut butter crunch with ice cream. Note: The Hopaka Street location offers a weekday lunch-counter takeout service from 10 a.m. to 1:30 p.m., while the Kapahulu location offers lunch on weekends from 1 p.m.","$$","www.sidestreetinn.com",,
161,"SIGNATURE","Restaurateur Peter Kim set out to open a steakhouse based on his own likes. It was a daring move to fill 8,150 square feet with hungry diners, but he aimed for the sky and brought life back into the long-empty 36th floor of the Ala Moana Hotel, once home to Aaron's and Nicholas Nickolas. The result is a place to dress up for, where you can enjoy sweeping mountain-to-ocean views of Honolulu while noshing on tender, wet-aged, 24-ounce prime porterhouse and 22-ounce prime bone-in rib-eye, and some fabulous sides. Among them: sweet creamed corn and silky lobster mac and cheese. (Don't tell your doctor what you're eating.) Raw and cooked seafood options start with the Signature Seafood Tower stacked with Maine lobster tail and claws, jumbo shrimp, scallops and oysters on the half shell. A la carte selections range from oysters on the half shell to miso butterfish, and Alaskan king crab legs. A vast wine and cocktail menu awaits, as well as dessert libations such as The Shake, an adult milkshake of Absolut vanilla, Kahlua, Godiva chocolate liqueur and vanilla ice cream, topped with chopped macadamia nuts and cinnamon. Yum!","$$$$","www.signatureprimesteak.com",,
162,"SIKDORAK KOREAN RESTAURANT","This restaurant features all-you-can-eat yakiniku sets, offered at a bargain price with no-nonsense service. This can attract a crowd; be prepared to wait in line during dinner and late-night hours. (Tip: Don't over-order, as you may be hit with an extra fee if there's too much food left behind).","$$",,,
163,"SORABOL","This is a circus of of Korean food - a sprawling, something-for-everone location often full of families celebrating special occasions, couples and solo diners who just got hungry. Be sure to request a yakinuku table if you plan to grill your own. Choose less-expensive options such as a set with bulgogi and copious vegetables. (Don't over-order: Servings are big here. The menu's huge, from stone-pot bibimbap to sushi, so there's sure to be something that appeals.","$$-$$$","www.sorabolhawaii.com",,
164,"SOUL DE CUBA CAFE","Enter the doors of this Cuban restaurant and immerse yourself in the sights, sounds and flavors of Cuba. Popular dishes include the fricase de pollo (chicken with onions and Spanish olives), lechon asado (hand-pulled roast pork) and soul Cubano sandwich (ham, roast pork and salami). The new lumpia Cubano (think of it as a Filipino crispy spring roll with ham, Swiss cheese and roasted pork) is a winner; the eggplant milanesa is an excellent choice for vegetarians. Sunday brunch (11 a.m. to 5 p.m.) has been added, and a happy hour from 4 to 7 p.m. (except Sundays). The dream sadly ends when you exit the doors and find yourself back to reality in downtown Chinatown, but at least your tummy will be content.","$$","www.souldecuba.com",,
165,"SPALDING HOUSE CAFE","The Honolulu Museum of Art's Spalding House, high above Honolulu in Makiki Heights, offers the ambience of a peaceful hideaway, and the cafe is an oasis of simple good cheer. Chef Susan Lai Hipp whips up contemporary, Mediterranean-inspired fare, including panini and tofu watercress, curried quinoa or kale Caesar salads. If time permits, consider calling to reserve the Lauhala and Lunch picnic service on the museum lawn - a picnic lunch for two,$35, with sandwich or salad, cookies and beverages attractively packed in a basket.","$$","www.honolulumuseum.org",,
166,"SPICY AHI & BBQ","The specialty here, if it ain't obvious, is the glistening, made-to-perfection spicy ahi bowl, quality sashimi-grade ahi served over a mound of steamed white, brown or sushi rice (or go with fresh vegetables for a healthier alternative). The menu options go much further with two- and three-choice combination plates and teishoku meals. Choose from favorites such as miso salmon, tempura, mochiko chicken and rib-eye steak, or, back by popular demand, deep-fried oysters. (Note: Lunch orders must be placed by 1:40 p.m. Otherwise, those spicy ahi cravings must be restrained until the restaurant reopens for dinner at 5 p.m.)","$$","",,
167,"SQUARE BARRELS",,,,,
168,"STARBUCKS COFFEE CO.","As an 'Ilima award winner for 10 years or more, this restaurant Is in the Star Circle for perpetual awards.","$","www.starbucks.com",,
169,"SUGOI BENTO & CATERING","Two words: garlic chicken. Crunchy, deep-fried, tender pieces of chicken slathered in a lip-smacking, mouth-watering sweet garlic sauce (also available in spicy garlic). And now there's a healthier take on this favorite - grilled garlic chicken - which comes smothered with the same garlicky goodness so as not to deny the health-conscious. (Thank you, Sugoi!) But wait! Have you tried the new Korean chicken? If you ever tire of Sugoi's signature garlic variety (never!) or are afraid of reeking like garlic at an important meeting (perhaps bring some extra pieces to score points?), opt for this Korean variation. ""You won't regret it,"" says Sugoi owner Zack Lee. Be sure to check online for hassle-free, time-saving options such as placing orders in advance and islandwide delivery service. Also recommended are the homemade 5-ounce hamburger steak patties, tonkatsu with a special homemade secret sauce and yakisoba noodles - we dare you to go spicy!","$","www.sugoihawaii.com",,
170,"SUMO DRIVE-IN",,,,,
171,"SUSHI GINZA ONODERA","It's always fun to watch the reaction of friends when telling them some of the best sushi on Oahu can be found on Kapahulu Avenue. Invariably, they'll scoff and mistakenly think I'm talking about a certain conveyor-style sushi joint or its nearby takeout competitor. Little do they know there's a world-class omakase destination less than a block away with sister restaurants in Tokyo, Paris and Hong Kong. Sushi Ginza Onodera's Hawaii outpost is a tiny spot with seven seats at the bar and a couple of private rooms. Various omakase options are available, including full meals that include soup and dessert. Ordering is simple; pick one of three featured menus - $160, $200 or $250 - and you're good to go. I love to stick with the sushi-only menu and nosh on fresh nigiri, almost all of it made with fish flown into Hawaii from Japan. The staff is also incredibly friendly and very accommodating when it comes to substitutions, making for one of the most enjoyable omakase experiences in town. Be sure to save room for dessert!","$$$$","www.sushi-onodera.com/ginza_en. ",,
172,"SUSHI ii","Dedicated lovers of sushi pack chef Garrett Wong's cozy, hidden-away izakaya inside Samsung Plaza most nights. Those who haven't yet explored his offerings need to make a reservation and find out what they've been missing. Wong seeks out a wide variety of imported and local fresh offerings, and the chirashi and omakase are justly touted. For maximum enjoyment, ask for descriptions of the less-familiar fish such as hamo and akamutsu; a desire for adventure will be rewarded. The menu is not limited to fish. Grilled and deep-fried specialties, from Lamb Lollipops to Golden Shrimp Purses (shrimp wrapped in phyllo), are among highlights. Daily specials range from smoked abalone with Brussels sprouts to prosciutto-wrapped ahi.","$$-$$$","",,
173,"SUSHI IZAKAYA GAKU","Gaku has become one of Honolulu's most desirable dining destinations, distinguished by chef and owner Manabu Kikuchi's easy but masterful blend of precise preparation and familiar presentation. Specialty dishes excel here, such as housemade silky tofu topped with fresh, briney ikura. Recommended:â€ˆhamachi tartare, made from luscious flesh scraped from the fish's bones, which diners wrap in nori by hand; sashimi and nigiri sushi. You can order salad or grilled beef tongue, but it's in the fresh seafood plates that Gaku brightly shines. The toughest thing is getting a seat: Reservations are available between 5 and 7 p.m.; after that, be prepared to wait.","$$$","",,
174,"SUSHI SASABUNE","Step into this sushi haven and simply trust the sign that says ""Trust Me!"" The amazing omakase experience is divine. The unique combinations created by chef/owner Seiji Kumagawa and his staff are magical and unforgettable. Choose from two omakase styles (East and West) and you'll be schooled on proper sushi etiquette that will be expected by the royal highness of sushi chefs. Selections may include live Kona abalone, toro, baked oysters, hamachi, king salmon, negihama, uni and lobster tail. Things you aren't accustomed to eating turn out to be the yummiest dishes ever. Call it quits when you can't take anymore but be sure to end the night with the special green tea flan or refreshing sake gelatin. There's an extensive selection of Japanese beer and sake, and even a few wines from California, Italy and France. Reservations are highly recommended. And let it be known: There is no children's menu, or any gluten-free or vegetarian options.","$$$$","",,
175,"SUSHI YUZU","Sushi YuZu's cuisine is as fresh and vibrant as the citrus fruit that inspired the varied menu, with something for everyone, whether it's sushi, grilled chicken with yuzu pepper sauce, or vegan fare. Isamu and Motoko ""Moco"" Kubota have a knack for making the healthful delicious: Some swaps you might not even notice include switching out regular wheat-filled soy sauce for gluten-free tamari, and fatty egg-based mayo for the plant-based Vegenaise mixed into seafood dynamite and sauces. The restaurant's signature dish is lotus root pizza comprising crisp slices of hasu, their pukas oozing with five kinds of melted cheese. It's one way to go gluten-free, and you won't even miss the traditional pizza crust. Other highlights: crisp-skinned organic red potatoes tossed with truffle oil and Hawaiian sea salt grilled squid with sea salt, pepper and the kick of shichimi pepper; mochi chicken karaage; wagyu drizzled with yuzu sauce; and Hawaii- and Japanese-style omakase platters.","$$","www.yuzuhawaii.com",,
176,"SWEET E'S CAFE","Start your morning on a sweet note by heading to this popular breakfast/brunch spot in Kilohana Square. The luscious blueberry-cream cheese-stuffed French toast is dreamy. Order it with a heaping serving of extra fruit (strawberries and bananas) and add a drizzling of syrup to satisfy that sweet tooth. For a meatier alternative, opt for the corned beef hash or kalua pork eggs Benedict, or the pesto club sandwich. Not so sweet, however, is the tight parking situation and waiting (at times, in the sun) to be seated.","$","",,
177,"SWEET HOME CAFE","This Taiwanese hot-pot hot spot is a soothing way to end any day of the week, as late as 11 p.m. It's casual, the food's delicious and the crew really makes you feel at home, even getting the whole place to erupt in song if it's your birthday. And that's the idea here: family time, eating as one. Build your own hot pot, ordering from 14 soup bases (spicy, curry, house special and healthy herb are tops) and a variety of meats. Then head to the fridge to choose from 41 kinds of add-ins - little color-coded plates of veggies, bean curds, mushrooms, dumplings and seafood. The Tran family's specialties are quail egg-stuffed fishcake, pork meatball, mochi pork dumpling, bamboo fishcake (shrimp, scallop or octopus), seafood wonton and local fave cheese wonton with rib-eye. Finally, check out the sauce bar and its 11 sauces, including soy, white sesame, garlic butter, ginger onion and the chef's special chili. Save room for dessert! A big bowl of Taiwanese shave ice is piled with homemade fruit gelatins, custard, coffee pudding and tapioca. It's free, and glorious - a big reason this place is so popular. Sweet dreams are made of this.","$-$$","",,
178,"TAI PAN DIM SUM","If you're on the hunt for delicious dim sum, head on over to the Chinatown Cultural Plaza but plan to go early before the busy lunch crowd hits this quaint dim sum joint. Among crowd favorites are the tasty shrimp dumplings, char siu bao, pork and shrimp siu mai and custard egg tart, but if you're feeling brave, go with the chicken feet with black bean.","$","",,
179,"TANGO CONTEMPORARY CAFE","The word is out and people are flocking to Tango's new weekend brunch (8 a.m. to 2 p.m.) to get their fix of Jansson's Temptation (Scandinavian potato, anchovy and ham casserole, with gravlax, eggs and beet salad), or the vegetarian frittata or Hamakua mushroom risotto (add a couple bucks for garlic shrimp or grilled chicken). Eggs Benedict variations - salmon, crab hash, Florentine with stuffed fresh spinach and traditional with Canadian bacon - are also spot-on, but the loco moco Benedict with juicy braised beef on fried rice is especially awesome. The food is so good, some return for dinner. Other recommended dishes include seared scallops and Swedish gravlax (cured salmon) with crispy skin for starters, and the oh-so-tender braised beef risotto.","$$-$$$","www.tangocafehawaii.com",,
180,"TANIOKA'S SEAFOOD and CATERING","Unlike many places, Tanioka's has got crowd-control under control with quick, efficient and courteous service, so don't let the sight of long lines snaking out the door chase you away. It's the norm. Just the word ""Tanioka's"" kindles glorious thoughts of the legendary fried chicken, ono ahi fish patties and selection of fresh poke (including the often-requested onion limu poke and spicy ahi on sushi rice). Catering is a specialty - funerals, baby luaus, graduation parties, weddings ... Whatever the occasion, Tanioka's is known for an ono food spread and first-class service.","$","www.taniokas.com",,
181,"TAORMINA SICILIAN CUISINE","Authentic Italian flavors unique to the tiny seaside village of Taormina in Sicily are delicately infused in the numerous pasta dishes served here. Most requested are the Bolognese Alla Classica (pasta in meat sauce with beef, pork, chicken and foie gras), Ricci Di Mare (sea urchin pasta), salmon, prime rib and grilled lamb chops. An unusual offering not seen in many restaurants is the Nero Frutti Di Mare comprising squid ink linguine sauteed with shrimp, clams, scallops, crabmeat and tomatoes.","$$$-$$$$","www.taorminarestaurant.com",,
182,"THAI LAO","I made a rule for my family - the Thai Lao rule - applicable whenever we eat at or order takeout from this classy little strip-mall restaurant. No pad thai, no green papaya salad, no Evil Jungle Prince. We are making our way through the menu, the idea being to try everything, eventually, and no stopping at the basic, ordinary stuff. We've gotten past green papaya to a salad made with smoky roasted eggplant with minced pork and shrimp, tomatoes and lots of lime; as well as a perky one with shrimp, basil, lemon grass and a spicy sauce. We're on our way down the noodle list to some new favorites - Pad Ki-Mao, for example (a spicy mix of chow fun, broccoli and lots of garlic). And while all the curries are warmly satisfying, the sweet/tangy pineapple curry was a real find. Flavors here are bright, fresh and sprightly. Try entrees like Pad Kra Pao, aka Holy Basil, a green bean stir-fry, or fish fillets studded with young ginger for the flavor blast. Bring a crowd so you can try a dozen different things. And if anyone insists on pad thai, that's OK. Like just about everything here, it will be great.","$$","www.thailaorestauranthi.com",,
183,"THAI VALLEY CUISINE","This quaint neighborhood restaurant on the outskirts of Hawaii Kai features authentic cuisine crafted by owner Carole Thirakoun, who makes her popular curries from fresh vegetables and spices, much of it from her own garden. Thirakoun is also open to requests and will tailor her dishes to dietary needs or special tastes, which endears her to her regular clientele. She'll even teach you to cook Thai food in classes that can be arranged for groups of 10. Favorites include a crispy rice salad, deep-fried fish, basil stir-fry and a red seafood curry with shrimp, calamari and fish.","$$","",,
184,"THELMA'S RESTAURANT","Lechon Kawali. For those unfamiliar with this uber-popular dish, also known as Thelma's Special, think crispy pork mixed with tomatoes and onions. Other favorites include eggplant omelet, fried pork, sari sari (pork and shrimp with eggplant, squash and ong choy) and pork adobo fried rice. Can't make it down in time for breakfast? No problem. Breakfast is served all day, with the exception of pancakes.","$","www.thelmasrestaurant.com",,
185,"TIKI'S","Tiki's is tacky and touristy, it's true. But it's also fun, has a great view and a solid menu overseen by Ronnie Nasuti, a graduate of the Roy Yamaguchi school of culinary precision. So yes, this is a place where you can get a tropical drink in a ceramic tiki mug that you can take home, and why not? Similarly, the menu includes items that appeal to a non-local's idea of what island food should be (coconut shrimp, mahimahi crusted with macadamia nuts), and those are done well. But what you really want are the more eclectic dishes Nasuti has added: Garlicky Shrimp with wasabi spaetzle, Island Ahi Tartare Tiki Stack, Kahaluu Smoke Meat (local pork glazed with guava jelly and poha berries) and the Soft Shell Crab Po' Boy Slider. Plus, take note: Nasuti says Tiki's serves 80 half-pound burgers every day. That's 280 pounds of local grass-fed beef every week. Good to eat and good for local ranchers, too.","$$$","www.tikisgrill.com",,
186,"TO CHAU","Cons: Long lines, service that can be abrupt, an ambience best described as ""well worn."" Pros: price, portions and PHO! Phenomenal pho! The faithful acclaim this tiny Chinatown establishment as the very best place on the island for the Vietnamese noodle soup, with top kudos for the beef. It is hearty and deeply satisfying, plus you can customize: Bowls come in three sizes, to fit any appetite, and the meat can be served on the side so you can slip it into the hot broth and let it cook to your liking. The cons, in fact, comprise a badge of courage for those who believe finding the best food is a pursuit that involves braving all odds. So get in line be patient. Also great here: The salty lemonade. Get it with soda water. Very refreshing.","$","",,
187,"TOKKURI TEI","This Japanese izakaya boasts a menu that overflows with pages and pages of simple noodle dishes, teishoku boxed sets, sashimi, shrimp and vegetable tempura, chicken karaage, sushi and more. Lots, lots more. The unique Nori-chos, deep-fried nori pieces topped with diced tomatoes, avocado, masago, green onions and melted cheese with a drizzling of teri sauce, is deliciously popular, as is the crispy salmon skin tofu salad, baked Alaskan salmon handroll and signature Spider Poke with soft-shell crab. It's best to order a variety of dishes and share it family-style for a more fulfilling experience. Or opt for the omakase style of dining at the sushi bar and have the chef surprise you, one amazing dish after another, until your tummy just can't take anymore. Always bustling with a late-night crowd, Tokkuri Tei provides an extensive sake and shochu selection (try the refreshing watermelon shochu), not to mention habushu (snake juice) awamori preserved with an actual snake from Okinawa, the subject of many ""I dare you's.""","$$","",,
188,"TONKATSU GINZA BAIRIN","The Japanese panko-breaded pork cutlet that is the specialty here bears little resemblance to its much heavier local counterpart. Only the choicest of loin cuts are selected for transformation into juicy pieces of tender, crispy tonkatsu that trick your brain into thinking they are much lighter than they really are. Start with specialties of Kurobuta pork loin katsu and pork tenderloin katsu, as well as a daily special cream croquette, before exploring menu classics such as the katsu sandwich and katsu-don - tonkatsu served over rice with onions and a soft-cooked egg.","$$$-$$$$.","",,
189,"TOWN","The beauty of Town is that while it changes, it always stays the same. That is because chefs Ed Kenney and Dave Caldiero have always based their menu on whatever products happen to be available on any given day. Expect to see local produce and local protein, reflecting Town's motto of ""Local first, organic whenever possible, with Aloha always."" And because dishes are consistently well executed, customers know they can trust these guys to deliver no matter what. For all that flexibility, expect to see paiai, or pounded, undiluted taro, on the menu, as Kenney and Caldiero are staunch advocates of the traditional Hawaiian staple. Refreshing salads make the most of Town's local, organic pledge; the venue sources most of its produce from MA'O Organic Farms. If you're lucky, there will be a charcuterie offering of some sort. It's a skill Kenney learned all by himself with the help of a book and YouTube. The entree list has something for everyone: Fish, poultry, pork, beef and lamb make regular rotations, dressed with the likes of paiai, polenta, gnocchi and risotto. Desserts are equally diverse. Milk-and-honey panna cotta, and gelato and sorbet selections are longstanding items.","$$","www.townkaimuki.com",,
190,"TUCKER & BEVVY","This is the year breakfast blew up in Honolulu, but even with dozens of new early-bird havens around town, Tucker & Bevvy stood out for its menu that transported us to the land of Oz. The breakfast nook is the first sit-down restaurant in the city for Tony and Cecily Ho Sargent (the latter originally from here), who ran a trio of breakfast and sandwich shops just outside Sydney, Australia. Sure, there are spots of ""normal"" on the menu, such as omelets and crisp applewood-smoked bacon, but those in search of the new or healthful can enjoy a kale and quinoa salad, or a plate of lentils and chicken sausages that also take the gluten-free into account. That's not to say you'll go hungry the rest of the day. You'll also find a stir-fry-style, chunky prime rib beef hash, as well as a burger ""with the lot"" of bacon, cheddar, grilled onions, beets and sweet chili mayonnaise. Also worth waking up for are ricotta pancakes topped with strawberry compote; mushroom rosti that is a fresh hash brown topped with balsamic mushrooms, spinach and two eggs; and a light-as-air Tim Tam waffle topped with vanilla ice cream and a couple of Australia's favorite chocolate malt biscuits. Fresh fruit smoothies give you a shot of vitamins to start your day.","$$","www.tuckerandbevvy.com",,
191,"UAHI ISLAND GRILL","You're in the heart of Kailua looking for a light salad or a hardy lunch. You can't go wrong at Uahi Island Grill. The menu is broken into three sections: Salads, sandwiches and meals. Among popular choices are garlic fried chicken, seared ahi salad with ponzu dressing, red curry grilled fish and kalua pork with kale. Each is filling and won't break the bank. Happy hour starts at 5 p.m. every day except Wednesdays.","$-$$","www.uahiislandgrill.com",,
192,"UNCLE BOBO'S","Blink and you could miss this little gem of a barbecue joint in Kaaawa, next to 7-Eleven across from Swanzy Beach Park. Go slow - after all, it's all about ""low and slow"" here. This is a place where meat is dry-rubbed, then smoked for hours using a blend of hickory and tropical woods. Regular customers love the tender brisket and ribs, the pork shoulder sandwiches, garlic fries and hamburgers, made with Kualoa Ranch beef, and homemade bread. After you've licked your fingers clean of all that homemade barbecue sauce, grab a drink to wash it down (choose from espresso and coffee drinks, floats, smoothies and more) or a shave ice, and head off to catch the sunset, as they're only open until 5 p.m. weekdays and 6 p.m. on weekends.","$-$$","www.unclebobos.com",,
193,"UNCLE BO'S RESTAURANT","Plain on the outside, but a whole new world inside, Uncle Bo's beams with lively music, TV screens and an impressive bar. Also beaming are the super cool menu pages that magically illuminate upon opening, much needed in the low-light ambience. But regulars at Uncle Bo's don't need menus and simply opt for their must-haves: Thai-style steamer clams in a mild chili, garlic oyster sauce; Uncle Bo's spicy dynamite shrimp with a Parmesan panko crust and Boca-Rota, garlic cheesy bread with prime rib slices and sauteed mushrooms. A newer dish called Seafood S.O.S. consists of a pan-fried mixture of crab, lobster, shrimp, clams and scallops in a creamy tomato sauce. The dessert menu is sparse, but so is tummy space, so there's not much room for dessert anyway. Uncle Bo's is in the process of tweaking its menu, so be sure to check it out soon.","$-$$","www.unclebosrestaurant.com",,
196,"WADA","Once the province of Japanese-speaking diners, the restaurant introduced a reduced-priced happy hour menu this summer, drawing locals who came in for a look and stayed for more. Hokkaido native Takanori Wada's ishiyaki, or stone-grill, beef tongue is a prime choice, as are such decadent sushi specialties as tuna akami made richer with a layer of foie gras, and Washugyu tataki and sea urchin layered on nori. Seafood dominance continues with delicate sake-steamed Manila clams, fried Pacific oysters in a shallow pool of dashi with baby spinach, and seafood dynamite with a mix of potatoes, kabocha and seafood that tastes fresh, not like yesterday's leftovers. Just when you think you've seen it all, Wada surprises with a dish of grilled eggplant baked in a mild tomato sauce with a rich and gooey layer of mozzarella that would be the envy of many an Italian restaurant.","$$-$$$","www.restaurantwada.com",,
197,"WAIAHOLE POI FACTORY","Fresh poi can be hard to find, but not so on the Windward side at this roadside eatery where kalo is milled and hand-pounded on-site every other day. The super ono lau lau and kalua pig combo plate, which comes with rice or poi, lomi salmon and haupia, is very popular, as is the hoio (fern shoots) salad and perfectly creamy squid luau, which sells out almost instantly.","$","www.waiaholepoifactory.com",,
198,"WOLFGANG'S STEAKHOUSE","It's mainly an a la carte menu, so bring your dinner date and enjoy the popular Steak for Two, a huge USDA prime chunk of meat delivered on a sizzling plate of buttery goodness, which goes well with the creamed spinach and steamed asparagus with hollandaise sauce as side dishes. Another great option is the Taste of New York special, just $39.95 for a juicy 12-ounce bone-in sirloin steak and a scrumptious sampling of Junior's world-famous cheesecake, but it's available only until 6:30 p.m. Not feeling up to steak? Try the refreshing Wolfgang's salad, lobster cocktail and the highly recommended lobster mac and cheese. Wolfgang's keeps it classy for the midday crowd by offering awesome lunch specials such as a grilled mahimahi sandwich, half-pound burger with french fries or onion rings, fish and chips and a tropical chopped salad. Or check out the happy hour specials at the counter from 11 a.m. to 6:30 p.m.","$$$-$$$$","www.wolfgangssteakhouse.net",,
199,"YAKI YAKI MIWA","""Yaki"" means grilled or cooked in Japanese, so it's safe to say the specialties here are teppanyaki and okonomiyaki (savory Japanese pancakes filled with pork, seafood, cheese or vegetables). Popular choices include mochi cheese and the newer ""modan""-yaki (modern) okonomiyaki selections, which are mixed with yakisoba. Other recommendations include the Washugyu steak, beef tongue and garlic fried rice. Be sure to save room for sweet potato ice cream and the scrumptious kinako pudding. It's not a spacious restaurant, so tables and counter seats tend to fill up for dinner rather quickly. The good news is a lunch menu is planned for later this year.","$$","",,
200,"YAKINIKU SEOUL","This is a spacious, bright and clean haven for yakiniku, rising above the fray for its cheerful service and varied menu. Servings are generous and the quality of the meat earns praise from many repeat customers.","$$-$$$",,,
201,"YAKINIKU YOSHI",,,,,
202,"YAKINIKU DON-DAY","This restaurant features outdoor seating, a rare commodity. After the sun goes down, lights wrapped around a towering shade tree over the patio give the space a nighttime glow, making it a good destination after a show or on a beautiful Honolulu evening. The meat offerings and generous banchan are on par with other yakiniku restaurants in this area. The restaurant offers Korean beer and a full bar. Open until 2 a.m. to satisfy late-night cravings.","$$-$$$",,,
203,"YANAGI SUSHI","Yanagi is best known as THE go-to spot for late-night specials (offered 10:30 p.m. to 2 a.m. nightly, except Sundays). You can get rolled sushi (California, salmon skin and spicy tuna), pupus such as broiled salmon, ahi poke, maguro with natto and fried baby tako, combination plates with katsu, teriyaki, udon and nigiri sushi, and a handful of drink specials at easy-on-the-wallet prices. Regular menu items are aplenty with sushi rolls galore; fresh sashimi; complete two- and three-choice dinner specials (can't go wrong with the miso butterfish with shrimp and vegetable tempura, or the broiled salmon with mini tempura udon). Each dinner special includes salad, miso soup and an ice cream dessert. Other choices are nabemono (tabletop cooking), donburi, and udon and soba dishes. Higher-priced dinner offerings include the rib-eye, live Maine lobster, and even broiled eel and sea urchin. But no matter what time of day, parking will be tight so it's best to opt for street parking or valet service.","$-$$","www.yanagisushi-hawaii.com",,
204,"YOUR KITCHEN",,,,,
205,"ZIPPY'S RESTAURANTS","As an 'Ilima award winner for 10 years or more, this restaurant Is in the Star Circle for perpetual awards.","$","www.zippys.com",,
206,"ZPIZZA","Founded in California, zpizza prides itself on using non-GMO wheat flour, organic tomato sauce, additive-free sausages and fresh produce. The hormone-free chicken zWings in a tangy Buffalo or sweet barbecue sauce (and served with a side of ranch) solidified a spot on the menu after its introduction a year ago. They pair well with the refreshing pear and Gorgonzola salad with candied walnuts and a balsamic vinaigrette dressing. It's a top-seller. As for pizzas, many opt for the Casablanca, Tuscan Mushroom or Provence, all smothered in a roasted garlic sauce. Also on the menu are a few pasta dishes, flatbreads, calzones, sandwiches and even take-and-bake pizzas. For those looking for gluten-free, vegetarian or vegan options, check out the website to whittle down your options, or better yet, you can place your order online to avoid the bustling crowd.","$$","www.zpizza.com",,
